URL,Thumbnail URL,Views,Likes,Time Posted,Title
https://www.youtube.com/watch?v=wvkmoVt4Y5Q,https://i.ytimg.com/vi/wvkmoVt4Y5Q/hqdefault.jpg,15079,787,2024-05-16T08:15:02Z,Board Exam के लिए Notes कैसे बनाए ⁉ #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=ZbhEKZVo-fI,https://i.ytimg.com/vi/ZbhEKZVo-fI/hqdefault.jpg,19318,1251,2024-05-16T07:45:01Z,Mission Video Call Successful !! 😎 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=WhUeDt3MW8Q,https://i.ytimg.com/vi/WhUeDt3MW8Q/hqdefault.jpg,10528,620,2024-05-16T07:15:02Z,A Tip for Coming Board Students  💯📚 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=B7WTD84Fw-A,https://i.ytimg.com/vi/B7WTD84Fw-A/hqdefault.jpg,10547,583,2024-05-16T06:38:55Z,Pehle NEEV fir UDAAN aur ab UDAY Batch 🫡 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=DkDcX6XtDhs,https://i.ytimg.com/vi/DkDcX6XtDhs/hqdefault.jpg,15679,912,2024-05-15T15:30:03Z,10th Bhaut Easy hain 9th Se !! 😎 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=cHdYq311pQk,https://i.ytimg.com/vi/cHdYq311pQk/hqdefault.jpg,9667,574,2024-05-15T15:00:28Z,Scored 98.60% from UDAAN Batch 🔥🔥 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=mO8mCcqMfw8,https://i.ytimg.com/vi/mO8mCcqMfw8/hqdefault.jpg,38082,2312,2024-05-15T14:30:19Z,One Advice: Follow Your Teachers Blindly 💯📚 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=95TJdOvncjo,https://i.ytimg.com/vi/95TJdOvncjo/hqdefault.jpg,11452,737,2024-05-15T14:00:06Z,Stress Kaise Manage Kiya? 😥 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=keogMteOfSg,https://i.ytimg.com/vi/keogMteOfSg/hqdefault.jpg,15306,732,2024-05-15T13:30:16Z,Finally Macha Diya Board Exam Mein 🤩 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=6ESdCf5Rx20,https://i.ytimg.com/vi/6ESdCf5Rx20/hqdefault.jpg,9314,228,2024-05-15T13:30:02Z,अपने DISTRICT में TOP किया Scored 98.6% 🥹 | Class 10th CBSE Board Result 2024
https://www.youtube.com/watch?v=H4W3kQRlVQw,https://i.ytimg.com/vi/H4W3kQRlVQw/hqdefault.jpg,6187,291,2024-05-15T12:30:19Z,Scoring Good Marks In Boards is Your First Achievement 💯 #PW #Shorts #CBSEClass10thResult
https://www.youtube.com/watch?v=eRKUeOTfF64,https://i.ytimg.com/vi/eRKUeOTfF64/hqdefault.jpg,1886,102,2024-05-15T11:30:30Z,Safar From UDAAN to Arjuna NEET 👏👏 #PW #Shorts #CBSEClass10thResult
